SYMBOL, SERIES, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, INTEREST PAYMENT DT, ISIN NUMBER
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-20,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-21,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-22,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-23,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-24,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-25,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-26,INE053F07538
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-16,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-17,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-18,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-19,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-20,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-21,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-22,INE053F07561
IRFC,N3,22-Feb-13,19-Feb-13,19-Oct-23,15-Oct-23,INE053F07561
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-16,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-17,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-18,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-19,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-20,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-21,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-22,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-23,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-24,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-25,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-26,INE053F07579
IRFC,N4,22-Feb-13,19-Feb-13,19-Feb-28,15-Oct-27,INE053F07579
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-16,INE053F07587
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-17,INE053F07587
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-18,INE053F07587
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-19,INE053F07587
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-20,INE053F07587
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-21,INE053F07587
IRFC,N5,01-Apr-13,23-Mar-13,23-Mar-23,15-Oct-22,INE053F07587
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-16,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-17,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-18,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-19,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-20,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-21,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-22,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-23,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-24,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-25,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-26,INE053F07595
IRFC,N6,01-Apr-13,23-Mar-13,23-Mar-28,15-Oct-27,INE053F07595
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-16,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-17,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-18,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-19,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-20,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-21,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-22,INE053F07652
IRFC,N7,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-23,INE053F07652
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-16,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-17,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-18,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-19,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-20,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-21,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-22,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-23,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-24,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-25,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-26,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-27,INE053F07660
IRFC,N8,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-28,INE053F07660
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-16,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-17,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-18,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-19,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-20,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-21,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-22,INE053F07678
IRFC,N9,21-Feb-14,18-Feb-14,18-Feb-24,15-Apr-23,INE053F07678
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-16,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-17,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-18,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-19,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-20,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-21,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-22,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-23,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-24,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-25,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-26,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-27,INE053F07686
IRFC,NA,21-Feb-14,18-Feb-14,18-Feb-29,15-Apr-28,INE053F07686
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-16,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-17,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-18,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-19,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-20,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-21,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-22,INE053F07710
IRFC,NB,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-23,INE053F07710
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-16,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-17,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-18,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-19,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-20,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-21,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-22,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-23,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-24,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-25,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-26,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-27,INE053F07728
IRFC,NC,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-28,INE053F07728
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-16,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-17,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-18,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-19,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-20,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-21,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-22,INE053F07736
IRFC,ND,28-Mar-14,26-Mar-14,26-Mar-24,15-Apr-23,INE053F07736
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-16,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-17,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-18,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-19,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-20,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-21,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-22,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-23,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-24,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-25,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-26,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-27,INE053F07744
IRFC,NE,28-Mar-14,26-Mar-14,26-Mar-29,15-Apr-28,INE053F07744
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-16,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-17,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-18,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-19,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-20,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-21,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-22,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-23,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-24,INE053F07793
IRFC,NF,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-25,INE053F07793
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-16,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-17,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-18,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-19,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-20,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-21,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-22,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-23,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-24,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-25,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-26,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-27,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-28,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-29,INE053F07801
IRFC,NG,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-30,INE053F07801
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-16,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-17,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-18,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-19,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-20,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-21,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-22,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-23,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-24,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-25,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-26,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-27,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-28,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-29,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-30,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-31,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-32,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-33,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-34,INE053F07819
IRFC,NH,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-35,INE053F07819
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-16,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-17,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-18,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-19,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-20,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-21,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-22,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-23,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-24,INE053F07827
IRFC,NI,28-Dec-15,21-Dec-15,21-Dec-25,15-Oct-25,INE053F07827
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-16,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-17,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-18,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-19,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-20,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-21,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-22,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-23,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-24,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-25,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-26,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-27,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-28,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-29,INE053F07835
IRFC,NJ,28-Dec-15,21-Dec-15,21-Dec-30,15-Oct-30,INE053F07835
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-16,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-17,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-18,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-19,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-20,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-21,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-22,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-23,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-24,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-25,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-26,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-27,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-28,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-29,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-30,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-31,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-32,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-33,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-34,INE053F07843
IRFC,NK,28-Dec-15,21-Dec-15,21-Dec-35,15-Oct-35,INE053F07843
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-16,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-17,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-18,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-19,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-20,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-21,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-22,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-23,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-24,INE053F07876
IRFC,NL,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-25,INE053F07876
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-16,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-17,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-18,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-19,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-20,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-21,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-22,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-23,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-24,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-25,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-26,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-27,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-28,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-29,INE053F07884
IRFC,NM,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-30,INE053F07884
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-16,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-17,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-18,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-19,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-20,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-21,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-22,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-23,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-24,INE053F07892
IRFC,NN,28-Mar-16,22-Mar-16,22-Mar-26,15-Oct-25,INE053F07892
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-16,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-17,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-18,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-19,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-20,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-21,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-22,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-23,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-24,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-25,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-26,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-27,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-28,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-29,INE053F07900
IRFC,NO,28-Mar-16,22-Mar-16,22-Mar-31,15-Oct-30,INE053F07900
JNPT,N1,03-Apr-13,26-Mar-13,25-Mar-23,,INE281G07053
L&TFINANCE,N4,24-Sep-09,17-Sep-09,17-Sep-19,,INE523E07459
L&TINFRA,N1,10-Dec-10,02-Dec-10,02-Dec-20,,INE691I07166
L&TINFRA,N2,10-Dec-10,02-Dec-10,02-Dec-20,,INE691I07174
L&TINFRA,N3,10-Dec-10,02-Dec-10,02-Dec-20,,INE691I07182
L&TINFRA,N4,10-Dec-10,02-Dec-10,02-Dec-20,,INE691I07190
L&TINFRA,N5,29-Mar-11,23-Mar-11,22-Mar-21,,INE691I07224
L&TINFRA,N6,29-Mar-11,23-Mar-11,22-Mar-21,,INE691I07232
M&MFIN,N1,22-Mar-17,06-Sep-16,06-Jun-26,,INE774D08LU6
M&MFIN,N2,22-Mar-17,06-Jun-16,06-Jan-26,,INE774D08MA6
M&MFIN,N3,22-Mar-17,06-Jun-16,06-Jun-26,,INE774D08MG3
MANAPPURAM,NB,01-Dec-14,28-Jan-14,28-Nov-19,28-Nov-19,INE522D07669
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Jan-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Feb-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Mar-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Apr-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-May-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Jun-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Jul-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Aug-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Sep-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Oct-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Nov-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Dec-16,INE522D07750
MANAPPURAM,NJ,01-Dec-14,05-Apr-14,05-Apr-19,01-Jan-17,INE522D07750
